rank,composite,venue,year,is_seed,cites_cluster,cited_by_seed,indegree,cited_by_count,lex,facets,title,authors,oa_url,key
1372,0.21,ICAIL,1991,0,0,0,0,1,0,,SIREDOJ: A Legal Assistance Application about Contracts in the Building Industry,Diego Bercovich,https://dl.acm.org/doi/pdf/10.1145/112646.112679,conf/icail/Bercovich91
1373,0.21,ICAIL,1991,0,0,0,0,1,0,,Perpetuities Reasoning Captured and Automated in a Logic Program,Barnett Glickfeld,,conf/icail/Glickfeld91
1374,0.21,ICAIL,1993,0,0,0,0,1,0,,Towards a Methodology for the Validation of Expert Systems: The Case of Loge-Expert,Robert Dupuis; Claude Thomasset; Louis-Claude Paquin; François Blanchard,https://dl.acm.org/doi/pdf/10.1145/158976.158984,conf/icail/DupuisTPB93
1375,0.21,ICAIL,1997,0,0,0,0,1,0,,Determination of Residence Status for Taxation Law: Development of a Rule-Based Expert System,Rodney Fisher,,conf/icail/Fisher97
1376,0.21,ICAIL,1997,0,0,0,0,1,0,,Tools for Automated Legislative Drafting (Abstract),Nienke den Haan,,conf/icail/Haan97
1377,0.21,ICAIL,1997,0,0,0,0,1,0,,MicroMax at Seven (Abstract),Marc Lauritsen,https://dl.acm.org/doi/pdf/10.1145/261618.261663,conf/icail/Lauritsen97
1378,0.21,ICAIL,1997,0,0,0,0,1,0,,Attacking Legal Argument by Examining Stability of Case Citation with Goal-Dependent Abstraction,Yoshiaki Okubo; Makoto Haraguchi,,conf/icail/OkuboH97
1379,0.21,ICAIL,2001,0,0,0,0,1,0,,A categorization method for French legal documents on the web,Guiraude Lame,,conf/icail/Lame01
1380,0.21,ICAIL,2003,0,0,0,0,1,0,,New Procedures For Environment Licensing with Artificial Intelligence - CIPPLA,Filipe Corrêa da Costa; Tânia C. D&apos;Agostini Bueno; Hugo Cesar Hoeschl; Érica Bezerra Queiroz Ribeiro,,conf/icail/CostaBR03
1381,0.21,ICAIL,2003,0,0,0,0,1,0,,The Fraunce (1588) Model of Case-based Reasoning,Pamela N. Gray; Scott Mann,,conf/icail/GrayM03
1382,0.21,ICAIL,2003,0,0,0,0,1,0,,Interoperability from Electronic Commerce to Litigation Using XML Rules,Zaw Z. Han; Tin T. Khine; Imtinan Ahmad; Sunil Shrestha; Laurence L. Leff,,conf/icail/HanKASL03
1383,0.21,ICAIL,2003,0,0,0,0,1,0,,Dynamically Contextualized Knowledge Representation of The United Nations Security Council Resolution,Hugo Cesar Hoeschl; Tânia C. D&apos;Agostini Bueno; Andre Bortolon; Eduardo da Silva Mattos; Marcelo S. Ribeiro; Irineu Theiss,,conf/icail/HoeschlBBMRT03
1384,0.21,ICAIL,2007,0,0,0,0,1,0,,A constructivist model for the judicial determination of facts,Enrique Cáceres,,conf/icail/Caceres07
1385,0.21,ICAIL,2009,0,0,0,0,1,0,,"e-dossier at the Dutch Council of State: design, implementation and lessons learned",R. A. Hilhorst; Tom M. van Engers,,conf/icail/HilhorstE09
1386,0.21,ICAIL,2009,0,0,0,0,1,0,,Plausibility schemas: templates for legal factfinding,Vern R. Walker,,conf/icail/Walker09
1387,0.21,ICAIL,2019,0,0,0,0,1,0,,The Application of ODCM for Building Well-Founded Legal Domain Ontologies: A Case Study in the Domain of Carriage of Goods by Sea,Mirna El Ghosh; Habib Abdulrab,,conf/icail/GhoshA19
1388,0.21,ICAIL,2019,0,0,0,0,1,0,,Neural Attention Learning for Legal Query Reformulation,Arunprasath Shankar; Venkata Nagaraju Buddarapu,,conf/icail/ShankarB19a
1389,0.21,ICAIL,2021,0,0,0,0,1,0,,Applying decision tree analysis to family court decisions: factors determining child custody in Taiwan,Sieh-Chuen Huang; Hsuan-Lei Shao; Robert B. Leflar,,conf/icail/HuangSL21
1390,0.21,ICAIL,2023,0,0,0,0,1,0,,&quot;What&apos;s wrong with this product?&quot;: Detection of product safety issues based on information consumers share online,Max Fuchs; Amit Jadhav; Advaith Jaishankar; Caroline Cauffman; Gerasimos Spanakis,https://cris.maastrichtuniversity.nl/en/publications/f8d512ec-4cd3-4f16-a0c6-1f0334dce799,conf/icail/FuchsJJCS23
1391,0.21,ICAIL,2023,0,0,0,0,1,0,,Applying NLLP and ML to Predict Damages as a Remedy for Contract Breach,Frank Giaoui; Luv Aggarwal; Diego Lobo; Joan Gondolo; Philippe Lachkeur; Satvik Jain,,conf/icail/GiaouiALGLJ23
1392,0.21,ICAIL,2023,0,0,0,0,1,0,,Binding Language in Administrative Guidance Documents,Amit Haim,,conf/icail/Haim23
1393,0.21,ICAIL,2023,0,0,0,0,1,0,,Conceptual Questions in Developing Expert-Annotated Data,Megan Ma; Brandon Waldon; Julian Nyarko,,conf/icail/MaWN23
1394,0.21,ICAIL,2023,0,0,0,0,1,0,,Analysing the Resourcefulness of the Paragraph for Precedence Retrieval,Bhoomeendra Singh Sisodiya; Narendra Babu Unnam; P. Krishna Reddy; Apala Das; K. V. K. Santhy; V. Balakista Reddy,,conf/icail/SisodiyaURDSR23
1395,0.21,ICAIL,2025,0,0,0,0,1,0,,Assessing the performance gap between lexical and semantic models for information retrieval with formulaic legal language,Larissa Mori; Carlos Sousa de Oliveira; Yuehwern Yih; Mario Ventresca,https://doi.org/10.1145/3769126.3769205,conf/icail/MoriOYV25
1396,0.21,ICAIL,2025,0,0,0,0,1,0,,Learning from Computer Vision: The Effects of Loss Functions on Legal Text Classification with Class Imbalance,Niklas Wais; Matthias Grabmair,https://doi.org/10.1145/3769126.3769263,conf/icail/WaisG25
1397,0.21,ICAIL,2025,0,0,0,0,1,0,,Addressing the Right to Explanation and the Right to Challenge through Hybrid-AI: Symbolic Constraints over Large Language Models via Prompt Engineering,Liuwen Yu; Davide Liga; Réka Markovich,https://doi.org/10.1145/3769126.3769252,conf/icail/YuLM25
1398,0.21,JURIX,2008,0,0,0,0,1,0,,Finding Case Law on a European Scale - Current Practice and Future Work,Marc van Opijnen,,conf/jurix/Opijnen08
1399,0.21,JURIX,2009,0,0,0,0,1,0,,Legal Multimedia Management through JPEG2000 Framework,Jorge González-Conejero,,conf/jurix/Gonzalez-Conejero09
1400,0.21,JURIX,2009,0,0,0,0,1,0,,Generating Cases for E-Learning,Michael Sonntag,,conf/jurix/Sonntag09
1401,0.21,JURIX,2010,0,0,0,0,1,0,,A Legal Decision Support Guide for Owners Corporation Cases,Peter Condliffe; Brooke Abrahams; John Zeleznikow,,conf/jurix/CondliffeAZ10
1402,0.21,JURIX,2011,0,0,0,0,1,0,,Legal N-Grams? A Simple Approach to Track the Evolution of Legal Language,Daniel Martin Katz; Michael J. Bommarito II; Julie Seaman; Eugene Agichtein,,conf/jurix/KatzBSA11
1403,0.21,JURIX,2012,0,0,0,0,1,0,,A Unified Change Management of Regulations and their Formal Representations based on the FRBR Framework and the Direct Method,Akos Szoke; András Förhécz; György Strausz,,conf/jurix/SzokeFS12
1404,0.21,JURIX,2014,0,0,0,0,1,0,,Managing Motivation at the Workplace through Negotiation,Davide Carneiro; Paulo Novais; John Zeleznikow; Francisco Andrade; José Neves,http://hdl.handle.net/1822/34234,conf/jurix/CarneiroNZAN14
1405,0.21,JURIX,2015,0,0,0,0,1,0,,Treaty Texts as Data - Developing New Tools for Negotiators and Litigators to Compare Bilateral Investment Treaties,Wolfgang Alschner; Dmitriy Skougarevskiy,,conf/jurix/AlschnerS15
1406,0.21,JURIX,2015,0,0,0,0,1,0,,Search and Discovery in Legal Document Networks,Nada Mimouni; Adeline Nazarenko; Sylvie Salotti,,conf/jurix/MimouniNS15
1407,0.21,JURIX,2015,0,0,0,0,1,0,,"Bridging Representations of Laws, of Implementations and of Behaviours",Giovanni Sileno; Alexander Boer; Tom M. van Engers,https://dare.uva.nl/personal/pure/en/publications/bridging-representations-of-laws-of-implementations-and-of-behaviours(7485e39d-7136-4aec-8612-459c95a43578).html,conf/jurix/SilenoBE15
1408,0.21,JURIX,2015,0,0,0,0,1,0,,A Data Science Environment for Legal Texts,Bernhard Waltl; Marin Zec; Florian Matthes,,conf/jurix/WaltlZM15
1409,0.21,JURIX,2016,0,0,0,0,1,0,,Can Robots Write Treaties? Using Recurrent Neural Networks to Draft International Investment Agreements,Wolfgang Alschner; Dmitriy Skougarevskiy,,conf/jurix/AlschnerS16
1410,0.21,JURIX,2016,0,0,0,0,1,0,,"Automatic Identification, Extraction and Application of Textual Amendments in Greek Legislative Texts",John D. Garofalakis; Konstantinos Plessas; Athanasios Plessas,,conf/jurix/GarofalakisPP16
1411,0.21,JURIX,2016,0,0,0,0,1,0,,Towards a Global Importance Indicator for Court Decisions,Marc van Opijnen,,conf/jurix/Opijnen16
1412,0.21,JURIX,2016,0,0,0,0,1,0,,New Zealand Legislation Network,Neda Sakhaee; Mark C. Wilson; Golbon Zakeri,,conf/jurix/SakhaeeWZ16
1413,0.21,JURIX,2018,0,0,0,0,1,0,,Towards the Assessment of Gold-Standard Alignments Between Legal Thesauri,Armando Stellato; Andrea Turbati; Manuel Fiorelli; Tiziano Lorenzetti; Peter Schmitz; Enrico Francesconi; Najeh Hajlaoui; Brahim Batouche,https://doi.org/10.3233/978-1-61499-935-5-131,conf/jurix/StellatoTFL0FHB18
1414,0.21,JURIX,2019,0,0,0,0,1,0,,Frequent Use Cases Extraction from Legal Texts in the Data Protection Domain,Valentina Leone; Luigi Di Caro,https://doi.org/10.3233/faia190324,conf/jurix/LeoneC19
1415,0.21,JURIX,2019,0,0,0,0,1,0,,Facts2Law - Using Deep Learning to Provide a Legal Qualification to a Set of Facts,Ivan Mokanov,https://doi.org/10.3233/faia190334,conf/jurix/Mokanov19
1416,0.21,JURIX,2019,0,0,0,0,1,0,,Combining Textual and Visual Information for Typed and Handwritten Text Separation in Legal Documents,Alessandro Torrisi; Robert Bevan; Katie Atkinson; Danushka Bollegala; Frans Coenen,https://doi.org/10.3233/faia190329,conf/jurix/TorrisiBABC19
1417,0.21,JURIX,2020,0,0,0,0,1,0,,Summarisation with Majority Opinion,Oliver Ray; Amy Conroy; Rozano Imansyah,https://ebooks.iospress.nl/pdf/doi/10.3233/FAIA200875,conf/jurix/RayCI20
1418,0.21,JURIX,2020,0,0,0,0,1,0,,Sleeping Beauties in Case Law,Pedro V. Hernandez Serrano; Kody Moodley; Gijs van Dijck; Michel Dumontier,https://ebooks.iospress.nl/pdf/doi/10.3233/FAIA200871,conf/jurix/SerranoMDD20
1419,0.21,JURIX,2021,0,0,0,0,1,0,,Human Evaluation Experiment of Legal Information Retrieval Methods,Tereza Novotná,https://ebooks.iospress.nl/pdf/doi/10.3233/FAIA210328,conf/jurix/Novotna21
1420,0.21,JURIX,2022,0,0,0,0,1,0,,Recognising Legal Characteristics of the Judgments of the European Court of Justice: Difficult but Not Impossible,Alessandro Contini; Sebastiano Antonio Piccolo; Lucia Lopez Zurita; Urska Sadl,https://ebooks.iospress.nl/pdf/doi/10.3233/FAIA220461,conf/jurix/ContiniPZS22
1421,0.21,JURIX,2022,0,0,0,0,1,0,,Semantic Querying of Knowledge Rich Legal Digital Libraries Using Prism,Hasan Jamil,https://ebooks.iospress.nl/pdf/doi/10.3233/FAIA220449,conf/jurix/Jamil22
1422,0.21,JURIX,2022,0,0,0,0,1,0,,Consumer Dispute Resolution System Based on PROLEG,Shidaka Nishioka; Yuto Mori; Ken Satoh,https://ebooks.iospress.nl/pdf/doi/10.3233/FAIA220485,conf/jurix/NishiokaMS22
1423,0.21,JURIX,2023,0,0,0,0,1,0,,Legal Text Segmentation Through Breakpoint Detection,Roberto Abbruzzese,https://ebooks.iospress.nl/pdf/doi/10.3233/FAIA230968,conf/jurix/Abbruzzese23
1424,0.21,JURIX,2023,0,0,0,0,1,0,,&quot;Comparative Prints Suite&quot; of the United States House of Representatives: NLP for Tracking Changes in Bills and Laws,Ari Hershowitz; Sela Mador-Haim,https://ebooks.iospress.nl/pdf/doi/10.3233/FAIA230993,conf/jurix/HershowitzM23
1425,0.21,JURIX,2023,0,0,0,0,1,0,,Human-Centred Explanation of Rule-Based Decision-Making Systems in the Legal Domain: Demonstration,Suzan Zuurmond; AnneMarie Borg; Matthijs van Kempen; Remi Wieten,https://ebooks.iospress.nl/pdf/doi/10.3233/FAIA230992,conf/jurix/ZuurmondBKW23
1426,0.21,JURIX,2024,0,0,0,0,1,0,,Automated Semantic Annotation Pipeline for Brazilian Judicial Decisions,Melissa Zorzanelli Costa; Dylan Faria Robson; Thiago Baiense Peçanha Vieira; Jean-Rémi Bourguet; Giancarlo Guizzardi; João Paulo A. Almeida,https://ebooks.iospress.nl/pdf/doi/10.3233/FAIA241248,conf/jurix/CostaRVBGA24
1427,0.21,JURIX,2024,0,0,0,0,1,0,,Combining Network and Text to Provide Legal Pincites,Nicolas Garneau; Henrik Palmer Olsen; Antoine Corduant; Fabien Tarissan,https://ebooks.iospress.nl/pdf/doi/10.3233/FAIA241256,conf/jurix/GarneauOCT24
1428,0.21,JURIX,2024,0,0,0,0,1,0,,A Legal Assistant for Accountable Decision-Making,Adam Kaczmarczyk; Tomer Libal; Aleksander Smywinski-Pohl,https://ebooks.iospress.nl/pdf/doi/10.3233/FAIA241275,conf/jurix/KaczmarczykLS24
1429,0.21,JURIX,2024,0,0,0,0,1,0,,A Narrative Assistant for Traffic Accidents Based on Large Language Models (LLM),Jo-Chi Kung; Chia-Hui Chang; Huai-Hsuan Huang; Kuo-Chun Chien,https://ebooks.iospress.nl/pdf/doi/10.3233/FAIA241236,conf/jurix/KungCHC24
1430,0.21,JURIX,2024,0,0,0,0,1,0,,TENJI: A Textbook Entity Network and Jurisprudence Interface,Sabine Wehnert; Pramod Kumar Bontha; Kilian Lüders; Bent Stohlmann; Ernesto William De Luca,https://ebooks.iospress.nl/pdf/doi/10.3233/FAIA241282,conf/jurix/WehnertBLSL24
1431,0.21,JURIX,2024,0,0,0,0,1,0,,LeReRAG: Measuring Legal Relevance in Retrieval Augmented Generation Applications,Gineke Wiggers; Christian Hartz,https://ebooks.iospress.nl/pdf/doi/10.3233/FAIA241284,conf/jurix/WiggersH24
1432,0.21,JURIX,2025,0,0,0,0,1,0,,Modeling U.S. Supreme Court Briefs with Computational Argumentation,Heng Zheng; Dexter Williams; Bertram Ludäscher,https://doi.org/10.3233/faia251631,conf/jurix/0001WL25
1433,0.21,JURIX,2025,0,0,0,0,1,0,,Segmentation and Processing of German Court Decisions from Open Legal Data,Harshil Darji; Martin Heckelmann; Christina Kratsch; Gerard de Melo,https://doi.org/10.3233/faia251597,conf/jurix/DarjiHKM25
1434,0.21,JURIX,2025,0,0,0,0,1,0,,From Data to Equity: Predicting and Auditing Fairness in Indian Bail Decisions,Sneha Deshmukh; Prathmesh Kamble,https://doi.org/10.3233/faia251599,conf/jurix/DeshmukhK25
1435,0.21,JURIX,2025,0,0,0,0,1,0,,Can LLMs Create Legally Relevant Summaries and Analyses of Videos?,Lyra Hoeben-Kuil; Gijs van Dijck; Jaromír Savelka; Johanna Gunawan; Konrad Kollnig; Marta Kolacz; Mindy Duffourc; Shashank Chakravarthy; Hannes Westermann,https://doi.org/10.3233/faia251580,conf/jurix/Hoeben-KuilDSGK25
1436,0.21,JURIX,2025,0,0,0,0,1,0,,Reinforcement Learning with Argument-Structured Reward for Court Decision Abstractive Summarization,Yuntao Kong; Ye Xiong; Shuyuan Zheng; Ken Satoh,https://doi.org/10.3233/faia251603,conf/jurix/KongXZS25
1437,0.21,JURIX,2025,0,0,0,0,1,0,,Enhancing Automated Decision-Making in Administrative Law Through Digital Twins of Legislation. A Grounded Theory Approach,Florian Schnitzhofer; Christoph G. Schuetz,https://doi.org/10.3233/faia251630,conf/jurix/SchnitzhoferS25
1438,0.0,DEON,2006,0,0,0,0,0,0,,A Question of Trust: Assessing the Fulfillment of Commitments in Terms of Strategies,Thomas Müller,https://kops.uni-konstanz.de/server/api/core/bitstreams/1a0cb9fa-fb60-499c-a6f0-dda8871ddee1/content,conf/deon/Muller06
1439,0.0,DEON,2008,0,0,0,0,0,0,,Delegation of Control in Administrative Procedures,Joris Hulstijn; Jianwei Liu; Yao-Hua Tan,,conf/deon/HulstijnLT08
1440,0.0,DEON,2014,0,0,0,0,0,0,,Ingmar Pörn - In Memoriam,Andrew J. I. Jones,,conf/deon/Jones14
1441,0.0,DEON,2014,0,0,0,0,0,0,,The Logical Structure of Scanlon&apos;s Contractualism,Martin Rechenauer; Olivier Roy,,conf/deon/RechenauerR14
1442,0.0,DEON,2016,0,0,0,0,,0,,Cumulative aggregation,Diego Agustín Ambrossio; Xavier Parent; Leendert W. N. van der Torre,,conf/deon/AmbrossioPT16
1443,0.0,DEON,2016,0,0,0,0,,0,,Argumentation Frameworks with Justified Attacks,Sjur Kristoffer Dyrkolbotn; Truls Pedersen,,conf/deon/DyrkolbotnP16
1444,0.0,DEON,2016,0,0,0,0,,0,,"Arguments, Responsibilities and Moral Dilemmas in Abductive Default Logic",Sjur Kristoffer Dyrkolbotn; Truls Pedersen; Jan M. Broersen,,conf/deon/DyrkolbotnPB16
1445,0.0,DEON,2016,0,0,0,0,,0,,To Do Something Else,Fengkui Ju; Jan van Eijck,,conf/deon/JuE16
1446,0.0,DEON,2016,0,0,0,0,,0,,Multivalued Logics for Conflicting Norms,Piotr Kulicki; Robert Trypuz,,conf/deon/KulickiT16
1447,0.0,DEON,2016,0,0,0,0,,0,,Prioritized Norms and Defaults in Formal Argumentation,Beishui Liao; Nir Oren; Leendert W. N. van der Torre; Serena Villata,,conf/deon/LiaoOTV16
1448,0.0,DEON,2016,0,0,0,0,,0,,Reasons to Believe in a Social Environment,Fenrong Liu; Emiliano Lorini,,conf/deon/LiuL16
1449,0.0,DEON,2016,0,0,0,0,,0,,Objective Oughts and a Puzzle about Futurity,Alessandra Marra,,conf/deon/Marra16
1450,0.0,DEON,2016,0,0,0,0,,0,,Rights in Default Logic,Robert Mullins,,conf/deon/Mullins16
1451,0.0,DEON,2016,0,0,0,0,,0,,Logical Inference and Its Dynamics,Carlotta Pavese,,conf/deon/Pavese16
1452,0.0,DEON,2016,0,0,0,0,,0,,Update Semantics for Weak Necessity Modals,Alex Silk,,conf/deon/Silk16
1453,0.0,DEON,2018,0,0,0,0,,0,,Reasoning about Conditions in STIT Logic,Matthias Armgardt; Emiliano Lorini; Giovanni Sartor,,conf/deon/ArmgardtLS18
1454,0.0,DEON,2018,0,0,0,0,,0,,Knowledge and Subjective Oughts in STIT Logic,Jan M. Broersen; Aldo Iván Ramírez Abarca,,conf/deon/BroersenA18
1455,0.0,DEON,2018,0,0,0,0,,0,,A Look at Chisholm&apos;s Ethics of Requirement,Marian J. R. Gilton,,conf/deon/Gilton18
1456,0.0,DEON,2018,0,0,0,0,,0,,Ability and Responsibility in General Action Logic,Alessandro Giordani,,conf/deon/Giordani18
1457,0.0,DEON,2018,0,0,0,0,,0,,Dialogues on Moral Theories,Guido Governatori; Francesco Olivieri; Régis Riveret; Antonino Rotolo; Serena Villata,,conf/deon/GovernatoriORRV18
1458,0.0,DEON,2018,0,0,0,0,,0,,Epistemic Oughts in STIT Semantics (Abbreviated Version),John F. Horty,,conf/deon/KulickiT18
1459,0.0,DEON,2018,0,0,0,0,,0,,Towards a Formal Ethics for Autonomous Cars,Piotr Kulicki; Robert Trypuz; Michael P. Musielewicz,,conf/deon/KulickiTM18
1460,0.0,DEON,2018,0,0,0,0,,0,,You Must! Maybe You Won&apos;t,Matthew Mandelkern,,conf/deon/Mandelkern18
1461,0.0,DEON,2018,0,0,0,0,,0,,I/O Logics with a Consistency Check,Xavier Parent; Leendert W. N. van der Torre,,conf/deon/ParentT18
1462,0.0,DEON,2018,0,0,0,0,,0,,A Logic for Reasoning about Group Norms,Daniele Porello,,conf/deon/Porello18
1463,0.0,DEON,2021,0,0,0,0,,0,,The Gentle Murder Paradox in Sanskrit Philosophy,Kees van Berkel; Agata Ciabattoni; Elisa Freschi; Francesca Gulisano; Maya Olszewski,,conf/deon/0002CFGO21
1464,0.0,DEON,2021,0,0,0,0,,0,,"If You Want to Smoke, Don&apos;t Buy Cigarettes: Near-Anankastics, Contexts, and Hyper Modality",Kees van Berkel; Dov M. Gabbay; Leendert van der Torre,,conf/deon/0002GT21
1465,0.0,DEON,2021,0,0,0,0,,0,,Sequent Rules for Reasoning and Conflict Resolution in Conditional Norms,Agata Ciabattoni; Björn Lellmann,,conf/deon/CiabattoniL21
1466,0.0,DEON,2021,0,0,0,0,,0,,The Original Position: A Logical Analysis,Thijs De Coninck; Frederik Van De Putte,,conf/deon/ConinckP21
1467,0.0,DEON,2021,0,0,0,0,,0,,Proof Systems for the Logics of Bringing-It-About,Tiziano Dalmonte; Charles Grellois; Nicola Olivetti,,conf/deon/DalmonteGO21
1468,0.0,DEON,2021,0,0,0,0,,0,,Axiomatizing Norms Across Time and the &apos;Paradox of the Court&apos;,Daniela Glavanicová; Matteo Pascucci,,conf/deon/GlavanicovaP21
1469,0.0,DEON,2021,0,0,0,0,,0,,"Moral Principles: Hedged, Contributory, Mixed",Aleks Knoks,,conf/deon/Knoks21
1470,0.0,DEON,2021,0,0,0,0,,0,,A Logical Analysis of Freedom of Thought,Réka Markovich; Olivier Roy,,conf/deon/MarkovichR21
1471,0.0,DEON,2021,0,0,0,0,,0,,Forms and Norms of Indecision in Argumentation Theory,Daniela Schuster,,conf/deon/Schuster21
1472,0.0,DEON,2021,0,0,0,0,,0,,Goal-Directed Decision Procedures for Input/Output Logics,Alexander Steen,,conf/deon/Steen21
1473,0.0,DEON,2021,0,0,0,0,,0,,Prioritized Defaults and Formal Argumentation,Christian Straßer; Pere Pardo,,conf/deon/StrasserP21
1474,0.0,DEON,2023,0,0,0,0,,0,,Analytic Proof Theory for Åqvist&apos;s System F,Agata Ciabattoni; Nicola Olivetti; Xavier Parent; Revantha Ramanayake; Dmitry Rozplokhas,,conf/deon/CiabattoniOPRR23
1475,0.0,DEON,2023,0,0,0,0,,0,,All-Things-Considered Ought via Reasons in Justification Logic,Federico L. G. Faroldi; Tudor Protopopescu,,conf/deon/FaroldiP23
1476,0.0,DEON,2023,0,0,0,0,,0,,Numeric Default Logic as a Framework for Ethical AI,Joris Graff,,conf/deon/Graff23
1477,0.0,DEON,2023,0,0,0,0,,0,,What Should I Do and Why?,Joris Hulstijn; Leendert van der Torre,,conf/deon/HulstijnT23
1478,0.0,DEON,2023,0,0,0,0,,0,,Reason-Based Detachment,Aleks Knoks; Leendert van der Torre,,conf/deon/KnoksT23
1479,0.0,DEON,2023,0,0,0,0,,0,,A Dynamic Logic of the Right to Know,Xu Li; Réka Markovich,,conf/deon/LiM23
1480,0.0,DEON,2023,0,0,0,0,,0,,Conceptual and Logical Analysis of the Right to Know,Réka Markovich; Olivier Roy,,conf/deon/MarkovichR23
1481,0.0,DEON,2023,0,0,0,0,,0,,Extensions and Variations of the DWE Framework,Paul McNamara,,conf/deon/McNamara23
1482,0.0,DEON,2023,0,0,0,0,,0,,On Floating Conclusions,Daniela Schuster; Jan M. Broersen; Henry Prakken,,conf/deon/SchusterBP23
1483,0.0,DEON,2023,0,0,0,0,,0,,"Allowed, or Enabled, That is the Question",Giovanni Sileno; Matteo Pascucci; Réka Markovich,,conf/deon/SilenoPM23
